text,label
This guy who started jack hammering at 6 this morning right outside my window can stop anytime now!! #sleepingbeauty ,1
@TheLouieMiguel what a way to start the new year ,1
@MiddleChildSyn: You think my mom and I would get along better^^ she's a middle child too.  #middlechildsyndrome ,1
Write cover page of thesis. Laptop commits suicide  #thankgodforbackups  ,1
haven't talked to you in days. that's cool I guess. ,1
The Interview has been cancelled^^ not because of north korea but because the immense comedy would blow our mortal minds ,1
The sky looks SO beautiful today....   ,1
What?!? The 4 team playoff picked by 16 people didn't solve schools still being pissed?!? I'm so shocked!  #CFBPlayoff ,1
@CalgarySenate why yes^^ because being some man's property is such a privilege  @HaPpy_Punks_Grl   #ironagethinking ,1
Isn't this blaming the victim?  RT @chronicle Every year^^ 600K college students are injured while drunk.  ,1
Day 1. Ski school with instructor Patrick. Soon I'll be ready for the black slopes. ...  ,1
Everyones full of ruddy xmas cheer here ,1
@numbdave Because we all know that a house is a hermetically sealed environment!  @askegg @SecuLawyer @star2000dancer ,1
Sending best wishes to all my coworkers at the 9AM this morning ,1
@rowdiejones:  When continuationists demand a prooftext for cessationism. / @BibChr beautiful observation ,1
that time when ward was mad because skye hide a secret from him  #skyeward #AgentsofSHIELD  ,1
this is fun   ,1
Irony died 1000 times during the climax of Sholay^^ when the police urged Thakur not to take the law into his HANDS.  #Bollywood ,1
Done to much again   ,1
Yay for knee machines!   ,1
While we applauded ourselves on getting to the Moon^^ Carl Sagan spoke a truth we all denied.|#irony  ,1
I love working for an hour and not getting paid for it ,1
I love when I wake up grumpy  #effroommates #yourtooloud #personalalarmclock #notnecessary #bequieter #ugh ,1
@Luxtonr7 @adamjamesberack LFC worst start in 50 years and still above EFC.... that is funny!!! #WishWeHadA28MilStriker ,1
Well^^ my nmu computer just took a poop on me :/ hopefully it will start back up later.. #whatDoIExpect #NMUComputersAreTheBest  :expressionless_face::unamused_face: ,1
It's been one year of off and on eye twitching. #SoFun ,1
@PizzaExpress so ...still no response from @PizzaExpress #greatcustomerrelations ,1
@Navrooz and among 8 of #duleepSingh children^^none had one! ,1
Dead supportive family I've got. ,1
@HadleyFreeman it could have happened to anyone. Your time will come^^ critics. Oops^^ apologies. A typical  -loving #Brit. ,1
Babysitting is what I like to do on a Saturday :unamused_face: ,1
"A woman wearing a t-shirt on @itvjeremykyle that says Act like a Lady"".. """,1
Grandma's coming over^^ yay money. #lol #kidding ,1
At one point i almost believed that the law of attraction was effective. ! ,1
"@kthbates96 yup gotta keep up with my frantic party lifestyle"". """,1
@LukeLPearson hmm... let me think about that  ,1
@SocialxClub HOW DARE YOU HAVE FUN AS CHRISTIANS! WE ARE SUPPOSED TO BE BORING AND HAVE ZERO FUN! HORRIBLE CHRISTIANS! LOL #MISFIT ,1
@maggsonmedia #eskom yup^^ service delivery is impeccable . diesel supply or cash flow problems? Ineptitude ,1
Sarcasm incoming: This weekend is going to be such a great time being grounded with nothing to do but homework^^ gunna have a blast! ,1
Glad to know my friends are supportive ,1
@ChefCarolineB sounds like the LA end of days! ,1
Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement  #ChangetheCanon ,1
@mahobili @DrAwab What does PTI do apart from whining?  #Youthiacrasy ,1
: When the looks that are nurtured by statuesque beauties are nurtured by the skinniest supermodels. #Statuesque=#Skinny #Look ,1
When someone who is extremely selfish dramatically wonders why people are so selfish ! ,1
@dawncflv @MRbelzer he's the detective!!! lol  #OrTypeCast ,1
True   ,1
the wheels on the bus are broken down broken down broken down:smiling_face_with_smiling_eyes::multiple_musical_notes:  #fml #omwtothemet ,1
Your cyber Monday sale got extended? No fucking way!  #stfu ,1
MT Darth Vader is polling higher than all potential 2016 US presidential candidates  you surprised? ,1
@KimiNozoGuy @Alison_prime @SportzPunz @IvyTwisted @shitpostman Probably folks like #FullMcIntosh who don't buy games.  #gamergate ,1
@sarahkhannyc @SAfridiOfficial @ShahidSrfraz Hahahahahahahhahaha! I was some one and it happened to be ya! ! ,1
Being a light sleeper is the best.  ,1
Sure^^ let's go back to work on my day off after after just leaving four hours ago. Why not? #fb ,1
@ninjalikescheez did your python tweeter send that? ,1
..what a great start to my day ,1
@RichardCarter Thanks^^ that'll help loads ,1
Russia says ruble crisis over as reserves dive^^ inflation climbs   via @reuters ,1
@RichardDawkins Accusations on twitter shouldn't count^^ though I've heard tales of talk that it will replace the grad jury sys here ,1
My solo costume so far is Charcoal Grey Bottoms.... making some real progress. ,1
So^^ Matt and Natasha are having sex. #WhatASuprise  #WhatElseIsNew ,1
@AskPlayStation Have you guys tried unplugging the servers waiting 10 seconds and plugging them back in?  #psndown ,1
@WillMcHoebag Warwick Davis is more than twice the man Tony Blair is ,1
Girls who put their area code in their instagram about me...so clever!  #stupidsauce #mymomcoulddobetter ,1
Cheers to another good day... ,1
Oh this will end well.  RT @JonathanCohn: Military-Style Tech Finds Way Into School District Safety Measures  ,1
Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff  ,1
Oh how I missed middle school drama :~) ,1
"@mike_coogan Sky News says he died"" like as if he dropped dead in hospital lol - real honest reporting """,1
So this week is just getting better and better  :loudly_crying_face: ,1
@treacle1690CCA @billyf73 good old JK landing people in trouble again^^ ffs William i thought you were more savvy than that ,1
At last I can quit work and enjoy life lol   ,1
Lol boy i just wanted a fuck not a relationship  trying to sound like a hoe. ,1
...but then it started itself and made the Windows noise. So starts this exciting day of mine...! ,1
Like u go to Williamsville east ur parents hand u money but ur so much better than everyone else hahaha ,1
"amazing how many americans"" slag off capitalism ^^ from the comfort of armchairs^^ sipping decaf^^skinny^^ pumpkins spice lattes """,1
Don't know about y'all but^^ I'm super excited to get out there clean off my car^^ shovel and deal with fools on the road. Oh yeah. ,1
@SamEdwards12 @FIH_Hockey Really?! This is absolutely below the belt^^ especially towards Tom Boon ... #DeepRespect ... ,1
@bdstratton @csimps0n well aren't you the brightest bulb in the chandelier? ,1
@xheeners I know ... ,1
Remember that one episode Santana wanted to be a dancer but then forgot about it altogether. Good times. Good times. #Glee ,1
Bruh. I just realized I'm wearing her shirt. The chick who dumped me. Lmfao ,1
@FinestDos @TheFinestSquad @KroniumSquad Oh wow your talking Skype! Cool! ,1
@thunderroadvint try having no internet for a month. Now I know how Ethiopians feel. ,1
25 Historical Images That Normalize #Breastfeeding  via @buzzfeeders. We're so more tolerant now... ,1
Just watched how Pretzels were made. #interesinglife  #whatamidoingwithmylife #longesthashtagnotneededbutYOLO ,1
@PeteKopite the lineup is full of goals and offensive intention #LFC ,1
Love the trust i get from people :ok_hand_sign: ,1
I just love the NHS ,1
Carphone Warehouse call centre employees are such classy people  @CPWTweets ,1
"Being publicly called a heartless arsehole"" for going about my day as usual. """,1
@AlexPanchenko2 oh brother^^ the bar for journalism is very high these days  @Henry_Langston why do you follow such retards? ,1
@NPCole23 hahaha yeah I think so too cause you know how she loves her with all her heart 😂😂😂.... #NOT 🔫. ,1
It's super duper fun waking up and immediately shoveling your car out of your driveway for 20 minutes  #fuckinsnow ,1
@NeezmhaNeez Technically^^ we aint muzlamics until we believe in a guy lost in a cellar as our saviour. ||#TrueStoryFam ,1
One more reason not to shop at #Walmart. They make you feel you're not in America!  #shopping #Islam #tcot ~  ,1
@sirmlivesey :-) Go for it. 20th Century Fox copied me and did 21st Century Fox^^ after all ... ^^ I hasten to add *very* unlitigiously! ,1
I have plans. I feel sick. What a surprising turn of events. ,1
Yeah^^ because that's what's most important. . The man really is a prized prat.  ,1
If you wanna look like a badass^^ have drama on social media  ,1
There's nothing more intimidating than having to serve an chavvy lanky 19 year old with acne and bum fluff.  #cringe ,1
When j need the mailman to come late^^ he's here at 8a. When I can't wait for the mail to come? 7p. ,1
Glad @jbrew_22 is excited to see me..... :unamused_face: ,1
WOW !!! Really ??? Homework in the weekends?!  #talkingabout #theteachers:pouting_face::pouting_face: ,1
Studying history;reading #gameofthrones | #asongofice&fire ,1
#Venezuela -controlled #Moscow junta genocides peaceful protest of #Chechen miners in #Grozny .  ,1
What a great start to my morning  #smh ,1
lol drunk mom on Christmas is so fun...  #thisisadisaster :white_smiling_face::pistol::cocktail_glass: ,1
Thank goodness the holiday help at work is no more! I just love it when they think they know more than you  #annoyed #relieved #gone ,1
Pre work shenanigans lmbo alissamarie_b #letswork  #kiddingnotkidding #funtimes #sheseriouslyrocks  ,1
Good luck to @ThackleyAFC  against @HandsworthPFC this afternoon after a month of inactivity.   ring rusty. ,1
Agree with @FrankFerragine @BTtoronto some people sigh so others will hear them. My husband sighs all the time. Around me. #Curious ,1
@benrhodes I bet you're gonna be outside today^^ its soooo warm^^ T-shirt and shorts weather :flushed_face::smirking_face:  #Funny ,1
Sipping a chicken Cuppa soup and watching #Jezza how exciting ,1
@HallieCiera haha I'm going to have fun with it next year. ,1
Mens Football clearly know how to have a good time.....  #archiesday #anychanceofasocial ,1
The Champions League is overrated anyway! ,1
I can already tell today is going to be a wonderful day ,1
danniella westbrook went to a food bank she should have gone to Iceland^^ oh yeah she fucked that up too   #freedomofspeech ,1
@ATT really showing me the fastest LTE around  #speedtest  ,1
Down or Not is down right now. That's  for ya  ,1
@moofer1972 @abc7newsBayArea That's fantastic up to date news. Also ,1
@Salon dualistic^^ as in good and evil? Right^^ because that doesn't apply to the real world....  #OrcsLive ,1
Sorkin identified the 'attack on free speech' from Sony hackers before attacking the media for publishing the leaks  #SonyHack ,1
Most Hindus depend on the 'western' researchers^^who explain to them what's written in Hindu scriptures!;-) @rupasubramanya #FacePalm ,1
managing to fall flat on my face up the library stairs^^ has just made it to the top of  my list of proudest student moments ,1
Wow I feel so bad that you had to actually do your job as a teacher.  #stopcomplaing ,1
#Consensus of Absolute Hilarious #Irony – #MichaelMann to lecture on #Professional #Ethics for #Climate #Scientists?  ,1
@brad_deere it's been over a year since you tweeted. #DoinItRight  #MaybeNextYear #NewYearsResolution ,1
I have three test and a two dance performances tomorrow!!:books::open_book::dancer::dancer::woman_with_bunny_ears:  #EasyDay ,1
2a TL shows Lester's 6/$155m deal's a hit Boston - Wish all announcements were made when parties involved least coherent #Notsarcasm ,1
so proud of my artwork :sparkling_heart::smiling_face_with_halo: #proud   ,1
Hope everyone is having a lovely Marxist Christmas ,1
Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing  ,1
I just LOVEEEE finals soooo much . And not getting any sleep is the best part about them :astonished_face::pistol: ,1
@slavetothemic thanks for sharing Mike^^ your opinion means a lot to us.  #orisit? ,1
It's funny how you can sit for 15minutes And not be noticed.  #MTVStars Taylor Swift ,1
I may or may not have put @robertashton1 at the top of @swarm_tweets tree soon as he likes Christmas time... #Sarcasm  ,1
Now i officially look single. Ha the ,1
What else would you do on friday? |#TGIF  #8crap  ,1
: Historians collecting correct facts about wrong abuse. #Correct=#Wrong #FactAboutAbuse ,1
Such quality customer service today by @Microsoft for the Xbox One  #thisiscrap #nothelpfulatall ,1
@spen0007 I have the box set of The Complete Steptoe and Son.  That should cheer you up ,1
I love how I'm completely wide awake ,1
#TortureReport trending; I wasn't aware J.K. Rowling released her new book. ,1
So far today is going AWESOME.  #fuckoff ,1
@117_Wolf @TheNelsconey @kenjitillman @OriginalSlumdog @TruthInsider @UE_Gaming @JVB @Danielsmile 9 Followers and now he's relevant? ,1
The American justice system :thumbs_up_sign::person_raising_both_hands_in_celebration::clapping_hands_sign: ,1
As a little girl I would dream of shouting instructions repeatedly and being completely ignored. #motherhood ,1
"Nice friendly drivers @Translink_NI never get on a bus with a �20 note mate"" what a way to make you feel welcome! """,1
Thanks mom for all those lovely words^^ you just love to let me know how proud you are of me | #wordshurt ,1
@patevans @grbj Too Sad... LOCAL NOW! ,1
@CaycePryhs Careful^^ Cayce. That's almost a racist statement.  @william_1492 @CaseyParksIt @PhyIis ,1
How dare Charles Barkley have an intelligent conversation about race.  #CharlesBarkley ,1
@C_o_r_g_i wtf thanks for saying bye ,1
You're gone and I gotta stay high... #coldpants #offtomysteriousplaces  #bye  ,1
@whatruWARING @LehmanJenny Ya I remember when winning one regular season game was like a super bowl ,1
Oversleeping is the bestttt. ,1
Cheap and expensive   ,1
Hiring Managers are willing to wait for 30Days for a guy who can join immediately^^ but cannot take a guy with 30Days notice period. ,1
@petefrt gee^^ that's SO hard to believe. ,1
Ahh gotta love those December electric bills. ,1
@GileseyR thanks for all your help Giles :thumbs_up_sign: ,1
The sooner I find that out^^ the sooner I can go and have the lovely conversation with HR as I've yet to tell work #lookingforwardtothat ,1
Christmas music on the stair master #SundayFunday ,1
Sunday is such a fun day to study  #ew #saywhat ,1
@JoanneLouT I love the way that the #white males are buffoons^^ while the #black woman is smart and always wins #culturalmarxism ,1
@IkeMagnifico Funny thing is now she's a security guard at Fed Ex in LA where I pick up all the time. ,1
Nothing beats a surprise Tetanus shot at the doctor's office. #blessed ,1
Absolutely appalling service once again from @FGW Can't wait for the rise in fares next month  #excuses #joke ,1
@NathanFillion the resemblance is uncanny!  #firefly @Castle_ABC  ,1
Reunited with my pump this morning. #yay  😣 ,1
My christmas gift... i have sweetest friends :) #blessed   ,1
Well on a positive note if I can stay awake for another hour I can go get my blood work done! #positivenote fun stuff ,1
Love waking up early in the morning  #HockeyTournament #RefLife #Zebras ,1
Weather bomb. Weather. Bomb. ||I applaud the media's innovation in helping to sensationalise the usual autumn climate ,1
This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop ,1
My dad's still gonna get me santa's gifts since it's my last year before 18^^ but I really don't know what to ask for...  ,1
Fun at @JRfm #Basics4Babies Day @langleyevents on Sunday: Ask Travis Lulay to get his face painted like Tony The Tiger  #worthashot ,1
"@TFLN: (281): If I had feelings^^ you would have hurt them."" """,1
It's so exciting to see snapchats of everybody's Christmas dinner^^ wow. ,1
Yaaaayyy Valentine's Day stuff is out already :two_hearts: ,1
So Ally McCoist hands his notice in and gets a pay rise^^he really has Rangers best interests at heart ,1
Remember that one time I worked both jobs while sick and it didnt suck at all...  #notworthit ,1
Well here comes another 6+ page paper. #ilovecollege ,1
Currently writing about how I plan to stop procrastinating after leaving the paper untouched all day ,1
Security Engineers are not Security Guards. :| #Hackers  #security ,1
Everyone competing against each other for privatized goods is way better than working together as a whole to advance humanity. ,1
http://t.co/N1eVKeTMZ0 celebs takes drastic measures to look good...  #whoops #CelebrityLeakedPhotos  ,1
Absolutely love being harassed by a group of twatty adolescents on a late night shop ,1
These Student Athletes Really Picked The Wrong Class To Cheat In  via @MTVNews ,1
It's a good thing Obama opened up Cuba in his first term^^ and didn't wait until all his elections were over.|#cuba ,1
http://t.co/QdYdOaQ48B Because^^ progress... #AnEyeForAnEye ^^ #PeshawarAttack #Taliban... Surely this will bring peace and justice? ,1
@tomstrock39: Pick it up one more time for the homie in the back that's stickin right with us thanks for answering my DM #realmvp ,1
@ChloeLaylaa the hostel is fine actually but I've probs caught like 1000 germs walking around London^^ thanks for wishing me better ,1
@Ron_Peterson to tell you the truth^^ that may have been the smartest thing you've ever tweeted.  #ireallythinkyouareafuckingidiot ,1
@NussieT you realize you just tweeted out advice the other day on how not to spill your coffee^^ right?   #sloppy ,1
It's adorable how this keeps on happening ,1
@virginmedia Advertising an online special with an expiry countdown^^ yet you cant order anything or check your postcodes validity. ,1
The last time I'll get up at 6:30am I'll miss this ,1
It's so easy to focus on what's at hand when you have a million other thoughts running through your mind at the same time. ,1
Wallahi speaking to an unbeliever is bid'a^^ let alone wishing him/her a happy celebration. ,1
I love when people leave their smelly shoes in my car. It makes my car smell great! ,1
I feel so blessed to get ocular migraines. ,1
@peteswildlife Great. Does that mean he's also giving up hunting and killing wildlife in Europe? ,1
I've tweeted nearly 4^^000 times and I'm not sure all 4^^000 tweets really needed to be on the internet... Including this one ,1
I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. . ,1
It is good that very few businesses/govts in EM economies have borrowed much via dollar-denominated loans from international banks. #Sarcasm ,1
@TheWarRoom_Tom I am sure this has made your day. LoL ,1
Shit just keeps getting better and better!!! #ShouldOfStayedInBed ,1
102� fever. That's fun. ,1
And the round ligament pain returns. Yay  #PregnancyProblems ,1
"@DailyMirror Great job on reporting on a mentally unstable man and calling him drug crazed"" """,1
@anthonyboutall - Russell Brand discussed today how much his London mansion is worth..and Marx was married to a baroness  #scum #weak ,1
"@HoodCertified Hey^^ now. Her profile says I Heart Jesus"" so she can't be all bad.  @FOXDeportes @ErikaReidt """,1
@Imranj_ logic is an invention by the kuffar^^ everything makes perfect sense. () Like monkeys stoning she monkeys ,1
50 mph winds make a great hair fan for a photo shoot. :smiling_face_with_open_mouth: ,1
Just a hunch here^^but I think Steven Gerrard is leaving^^possibly going to the MLS  #hesnodeed ,1
Sitting around listening to sad music really helps the depression. ,1
Still awake sooo that's nice... ,1
Watching the move 'Begin Again' and the verisimilitude is overpowering^^ it's like I'm back in the 90s music business again. ,1
I love my mom ,1
Gotta love working the day after Christmas  #smellya ,1
@_kaypro @bglassify Yes^^ fountain jumping sounds like a great January activity. ,1
Lol... That's real cute :unamused_face: ,1
of course the day that it's a monsoon outside i have classes on and off from 10 AM to 8 PM #ilovelife ,1
What a great way to start the day!! #Not 😠 ,1
@conorcoughlan_ Being doing projects for university all day! My life is sooooo interesting ,1
@DylanBraddy @chels_2325 real tough to whoop dungeys ass ,1
Why does sue give bonnie anxiety and stress pills ,1
Now I've written down everything I need to know it seems a lot more manageable. ,1
Love it when I have a 10 minute wait on @Ticketmaster and as I reach no wait it knocks me back to 10 more minutes. Fantastic. ,1
Funny Annoying You Men's Tee  Great for family reunions! #funny  #tees ,1
.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group. ,1
"@NewDay: .@JebBush considering a run for the @WhiteHouse:  #5Things  <shocking> <> """,1
@TyQuorshaaa: Jackie Just Had the Best Joke I've Heard In Awhile| :face_with_tears_of_joy::weary_face::see-no-evil_monkey::see-no-evil_monkey::see-no-evil_monkey: ,1
"I"" before ""E"" except after ""C^^"" right? What about in ""W-E-I-R-D?""  #Tshirt #RulesWereMadeToBeBroken?  """,1
@AstroDWJust I was only clarifying for my LEGION of other followers.  #NotForTheIntellectuals #DrHandsomeDennis ,1
Oh look at me! I'm making people happy! I'm a magical man from happy land! Who lives in a gumdrop house on lolly pop lane! || ,1
@quiksilverindia The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic ,1
Those were some great last minute substitutions @TomCrean ,1
Women getting hit on by married managers at @ChickfilA cracks me up  #Hypocrites #practicewhatyoupreach ,1
The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time.  #annoying ,1
Love how I came into work at 8 because Charlie said we were busy.... 3 people in 45 minutes^^yeah we got this place packed Charlie. ,1
"@DrJaneChi: But what about white on white crime?"" It's like a ribbon in the sky...non-existent. """,1
Aaaaaaand...I left my work computer at home. Now I have to go get it. #BestDayEver ,1
Smh. Yesterday I was losing my voice. Today woke up with a mean ass cough and a headache :unamused_face:Christmas could be any better ,1
@Atlantasportguy @darrenrovell @DJFJennings Just wait till Cleveland comes again!  ,1
Well that's me living till I'm 200yrs old!!! #sarci   #wit #low #constant  ,1
Time for the post Christmas car wash^^ yay!!!  #friesenfamilychristmas ,1
tramp shit #youoweme #follow   ,1
"@EmWatson: Thank you @ELLEUK for having me on the cover of the Feminism issue. My favourite magazine cover ever. LorraineELLE X"" """,1
'Liberated' Iraq -- 2014 One of Bloodiest Years with More than 36^^000 Victims:  Thank you^^ Western liberators  ,1
#NYPD  :worried_face::confused_face::crying_face::sleepy_face::disappointed_face: not cute #NYPDMutiny I am sure the citizens feel real safe  you showed us who you are. ,1
Parking meter obviously forgot to get its own parking ticket.   ,1
@TawnyaCSmith sounds like soooo much fun! ,1
@dawnlawsonaz Here's a list. Lots of great choices to help #Coyotes win a cup next year.   ,1
#NBA players #NY support protests of #police killings/sure #money donations for #college WB coming    ,1
you're so sweet ,1
@AdamRubinESPN # SHOCKING ,1
@CamInman @BeeJayCee02 we all know how well we did under Erickson. ,1
Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  :see-no-evil_monkey: ,1
I give people a break 2 say that without my supporting cast that none of my works would of made it is tosh. Did nobody get #Extras ,1
@davidvitty to watch re blues? Chelsea's of course ,1
Happy Monday all!  #pbloggers #mbloggers ,1
I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me. ,1
Try to ring @heatherbeech about a plumbing issue. Her phone goes off upstairs with Super Mario theme tune  #retrogaming ,1
.@CelticOwlWisdom Alert the media! Some guy on twitter has un-cited proof that evolution is wrong! Let's get his Nobel prize ready! ,1
No one up? Okay cool  ,1
"Too bad her cube doesn't have a door."" - @NickEppley ||#bestcoworkersever  @AndyHawbaker """,1
@CryptoDabbler @CoinMKTCap @CoinTelegraph you talk about biased behavior. go read some of the paid articles about paycoin. ,1
"Execute"" commands the beginning of a job but it is used to end a person's life Now that's """,1
What a lovely morning^^ #Delhi government bans #Uber - looks like rape will stop in Delhi now  #aretheyserious ,1
Well @grantolding I watched'Making of' clip about Drive Rescored. Now I see how easily composers do it!   # ,1
@JimHumbert @GotNewsDotCom Really?! Unbelievable! U mean he was a Thug & Criminal? ,1
@sunayas @HC_Men Hey maybe you can reach the scoreboards and fix their latest issues ,1
#Twitter pushes people to read^^ while #Facebook pushes people to breed.|#TrueFact ,1
Throwing up on Christmas morning is my ideal way of spending it. ,1
"@ADavies_10: @arnie_4 great seing u mate^^ thanks for the cheap shot :winking_face: safe trip back :clinking_beer_mugs::clinking_beer_mugs:""||Dry train why we lost :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of",1
I just love freezing rain. ,1
Here we go again^^ thanks to all that claim to cover WVHS hoop #NOT|Highlanders beat Parkersburg 76-75 on last second shot by @alexia_paige13 ,1
I see Toledo made a good name for itself last night ,1
So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain ,1
Religion is unfounded^^ else^^ Allah would have saved the kids. . @tariqmushtaqkh @nicpradhan #PeshawarAttack #PakSchoolSiege ,1
It is so  nice knowing you have everyone's back and yet no one has mine. ,1
Thanks bus. Thanks for telling me where I am. So helpful. ,1
Nice to see Dwight yorke being his normal impartial self as usual #villalovein   #AstLei #lcfc ,1
It's gonna be a great day :smiling_face_with_open_mouth: ,1
Today I don't feel like doing anything| ,1
I always can't wait to see how  works. #IfYouKnowWhatIMean ,1
@Ant_Ay_It I'll snap at you if you tell me what to do again!|:face_with_tears_of_joy:  #funnyGuy ,1
|Jihadi killers in #Ottawa #Sidney & #Peshawar are rogue acts while|FratBoy UVa Rapists are symbolic of deeper societal flaws...|#tcot ,1
Coffee and Fiber One. It's worth getting up for. ,1
Another new politician in the state with a social science degree and a liberal arts diploma... Just what we need  #greensfail ,1
@ChristianCalls1 @serr8d @ShawnSt51128037 that wasn't a choke hold the officer was trying to keep #EricGarner from falling forward. ,1
Just loveeee driving upstate in the snow  ,1
"@rcarrick: Gas below $1 per litre in Ottawa. Happy holidays.  ... Yes^^ crisis averted """,1
@hoplitnet The fact that Whites are prone to universal thinking is actually racial in and of itself. ,1
@adooley3544 is so funny rn:smiling_face_with_open_mouth_and_cold_sweat: ,1
I just watched a #Fitbit commercial followed my an #IHOP commercial advertising a belgian chocolate mousse crepe. ,1
"All I want for Christmas is..the complimentary coaster offered by the title insurance company if I generate a Quick Quote"" to myself. """,1
i hate it   ,1
@JenWilliamsMEN @PolicyGMCVO he captures the spirit of devolution so well ,1
Sorry this doesn't make any sense why make it even more tough? That's going to produce more players..   ,1
I love getting up at 4 30 so I can wait on other ppl!  ,1
Someone had a great sense of humor  #TheyGaveMeTCUColorsForChristmas  ,1
@KevDGrussing Makes me so proud to be an American ,1
Who would've imagined that #jakeplummer smokes weed regularly??  #outsidethelines ,1
"Well done @Conservatives^^ you're doing a great job  @SkyNews: A&E Waiting Times Worst Since Records Began  """,1
Why can't I (You) retweet my (your) own tweets? This is an important issue that needs to be resolved! ,1
Perfect time to get really sick  :tired_face::face_with_medical_mask: ,1
Stop being the fan. And be the person blowing minds. ,1
@kobebryant  don't you see the  for call teammates soft when you haven't been to practice in 2 weeks?  #overpaid. ,1
The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance ,1
My glasses are blinding me. ,1
Facing Health Crises^^ India Slashes Healthcare  #GoodGovernance  #NaMo #GoGo #BureDin ,1
and as much as I want to connect .. I like only the people who dont want to .. #Irony #Why oh why? ,1
Morning cry session with my roomie. Today's going to be a great day. ,1
Hi @BDUTT not a single vote was polled in 3 polling stations of Kulgam #Kashmir & im tuned into @ndtv :p thnx  #KashmirBoycotts ,1
Writing an article on mood enhancing foods. Telling people what to eat to be happy ,1
That moment when someone accidentally deletes everything on your phone #BestChristmasEver ,1
I love the meaningful messages of automake. ,1
Fuck getting a flat tire and my car dying coming home from work at 5am. Thanks god for my friends. Great way to end/start my day ,1
Spilled milk onto my boob. Oh the . ,1
"@KateUpton^^ You ARE pretty so I better play your free"" #SkinnerBox game. I'm sure it won't ask for my money after a few levels. """,1
Well throwing up at 6:00 am is always fun :white_smiling_face:| ,1
2 1/2 hour nap then up for a ct scan at the hospital. perfect timing. ,1
It's nice to see continuity in our gender struggles. ,1
Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess ,1
@ozchrisrock hold on a minute. Are you saying All blonde white women look the same??  ,1
The routine texting irks my nerves the most but I guess it's the thought that count  #needAnewRoutine ,1
I have such a wonderful gf! ,1
Who ever thought moving in the middle of December would be so peaceful? ,1
Sooo mad right now^^ great way to start my day ,1
@joehaesche thanks for the wake up wrap and coffee this morning!! #CheapBastard ,1
@ChristianCaple Gotta love those racially based awards!  ,1
"Hehehehe @Trevoredgar86: @nealcol @LFC what a shame "" """,1
RT @TraSPN: Should be great watching Miami try to block Sweat and Featherstone off the edge next two years. Real fun stuff ,1
@kradlum which would ALSO push rates up :) isn't this a fun game? ,1
Gareth's polar opposite is a chicken-loving vegetarian :face_with_tears_of_joy::hatching_chick:  #Bones @andjwest ,1
I am extremely excited to know what Reza Aslan and CJ Werleman think about what happened in Pakistan #PeshawarAttack ,1
I'm getting excited about Mexico now. ,1
@KimKardashian actually cropped out her daughter in this pic for a selfie :see-no-evil_monkey: #topmum   ,1
I often worry that wealth doesn't  have enough influence in society^^ so pleased to see this being addressed   ,1
Friday morning lecture on blood :smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes::smiling_face_with_heart-shaped_eyes: ,1
.@doctoratlarge yeah. Tones are the most obvious things in tweets. ,1
@nypost I should sue my parents ,1
Great start to the morning  #flattire ,1
Final projects ugh |Keeping me from being productive.| #butnotreally ,1
Can't wait till my birthday ,1
clashupdate   ,1
Just now layin down to go to bed.|College is great guys. It doesn't stress you out or keep you up at night at all. Or make you cry. ,1
nights like tonight are the only reason I'm able to carry on to the weekend #SUCHAGOODWEEK ,1
wow I love how frizzy my hair gets ,1
@NESRetku Joke of the year congrats! #Kuivaa  :/ ,1
"@gilester haven't you used the don't you know who I am"" line yet.... """,1
girls put so much effort in dressing nice for school..I'm over here in my oversized sweats and vans #maybetomorrow ,1
@TravisRodgers Christmas as an adult with broken family. Just awesome. Nothing like your stepsister with 9 kids.. ,1
": When some police officers pursue daring"" villains the way abusers pursue frightened prey. #Police_officer=#Abuser #Villain=#Prey """,1
Cool. ,1
Just received an email that I am the heir to the Nigerian Petroleum Corporation. I should immediately send them all my bank info. ,1
"Race 5 at Sandown dogs tonight sponsored by Dandenong Budgie Club"" |Hope that's a joke.|Love a seat at that table  #nerds #getalife """,1
i just loove when my guy friends give me thorough descriptions of their bowel movements...  #WHY #STOPTHIS ,1
